x1,x2,y
-5.6085975933252445,1.3794493278680091,2.0
-4.015195152055721,1.8901278765168965,2.0
-3.7579037710064416,2.3495869074021654,2.0
-4.431385391623044,4.336632830103457,1.0
-3.0179700382583565,0.4167179902421958,2.0
-5.355624549914662,5.420348135585531,1.0
-3.095193203195743,0.6664134810052527,2.0
-2.823958991630188,1.7981719965626497,2.0
-8.203113692833654,5.079919717681096,0.0
-4.022272917635568,6.027389386340994,1.0
-9.839563439497951,7.207111984747296,0.0
-3.8814483862291826,6.725228277762992,1.0
-9.643613493362597,5.173470959136226,0.0
-8.896370009702675,6.033071501945863,0.0
-8.052464826315614,7.304550793886904,0.0
-4.577262540068907,2.1466002960883324,2.0
-2.5674600128701606,0.3100174535809528,2.0
-5.347285031341954,5.634448996262938,1.0
-9.745777193304647,4.402473033292065,0.0
-5.670589925963455,6.532035045415587,1.0
-4.768892712199749,6.581617628171146,1.0
-2.6600047410188727,2.8443228965789835,2.0
-8.614899923410679,6.500591596619697,0.0
-9.610372740114187,4.250379627987605,0.0
-4.191385253694823,0.9407414542048905,2.0
-9.001573114058788,6.003825299495222,0.0
-5.67369805881157,6.107879762647155,1.0
-6.488245552083132,4.6415689566856955,1.0
-4.368561487976933,1.2310090612339961,2.0
-6.6823651225842795,6.082249478787088,1.0
-10.988675910302923,7.273231397562373,0.0
-3.600395303014187,2.301114513246102,2.0
-2.9055835402433554,-0.4472602613195984,2.0
-5.282056350507794,0.9070491194569157,2.0
-8.131269798162512,7.235195696878167,0.0
-5.2279409218499975,5.071752102658862,1.0
-9.398630330810132,6.604398206971916,0.0
-8.330571975812415,5.576765444096988,0.0
-4.3093508445268265,1.7646402017219833,2.0
-3.9308677747055754,6.388975355860107,1.0
-4.4045083871572155,5.962180887271234,1.0
-6.317903244245253,4.020072408098793,1.0
-9.30604485381218,4.80079003294473,0.0
-6.080159185320409,1.431547372831674,2.0
-4.838350758068826,1.131282715866933,2.0
-8.675480809813287,5.646414589673772,0.0
-2.968754544812966,1.709453075444713,2.0
-5.55545784241851,4.681068519332904,1.0
-2.4569155635074518,5.741121480443797,1.0
-9.091735492621536,6.0059431379920385,0.0
-3.6916064181066606,3.9750408463240126,1.0
-10.664019553247455,5.405939015864146,0.0
-10.192816857103411,5.090341641652044,0.0
-10.382400491607996,5.677359121278156,0.0
-4.979598493944958,0.282163062006351,2.0
-4.771143026023286,1.2274535354021552,2.0
-4.93020507623478,0.5890357168080559,2.0
-9.548666056741045,6.854858783211465,0.0
-4.328649569861787,2.6053153142087506,2.0
-4.157464377351536,2.2153514515178547,2.0
-9.098691085101297,5.943305109107777,0.0
-2.847541764622749,5.744515542093464,1.0
-2.606317280744031,2.910751210650645,2.0
-4.788447593183029,5.753059356449467,1.0
-8.964065604785485,5.9090645322694355,0.0
-3.8809211709704456,1.5053932678030395,2.0
-10.823072682507338,6.398069491925412,0.0
-4.212277192034274,6.683362510006491,1.0
-7.630916300015373,5.411538319481159,0.0
-7.709972076460954,6.59959011243745,1.0
-5.899103247801043,7.304514562301351,1.0
-4.640342535464136,6.635016643350278,1.0
-4.474431753567359,2.089621823270504,2.0
-9.906384353901764,6.7153485348147655,0.0
-6.220911809910588,6.477001769924535,1.0
-8.975009584279112,4.4931889693056135,0.0
-3.9164081417701233,1.3852184068070035,2.0
-5.388712780803801,8.441316033250903,1.0
-3.5128919073536995,0.8065827760596571,2.0
-6.323076576989612,6.498880273334375,1.0
-4.38378747862923,1.1526976375784523,2.0
-2.5771647784599043,0.7768467183712082,2.0
-6.03937037230215,4.2685478751607615,1.0
-9.577787961710069,6.44870618339921,0.0
-8.716674117981153,5.077664445391594,0.0
-4.52556169281666,4.646480518097127,1.0
-7.487810271512969,7.429143396599809,0.0
-3.929088054148742,6.749611847192645,1.0
-8.469491748084664,6.787955193707413,0.0
-3.6126310233191594,5.640272926131807,1.0
-8.103782387058207,5.25578064704449,0.0
-5.205352123336547,6.139568819429834,1.0
-10.35495707379968,6.329979764388984,0.0
-5.367748873426529,7.062157407367051,1.0
-5.415624603566792,7.3864309113454985,1.0
-5.025944266266016,5.8274206266972115,1.0
-10.044297792502581,5.988034095397547,0.0
-5.491824934453641,3.293895358725196,2.0
-5.144947788568178,1.5742260672259536,2.0
-7.234602337431722,6.645057926056772,1.0
-3.0219262768756328,7.239902071794322,1.0
-9.382522833979454,5.998152784097671,0.0
-6.58200902195931,7.007838636207562,1.0
-4.371179663527569,2.3481542905039827,2.0
-3.983094274765604,2.2713935338227103,2.0
-6.36778416719922,4.535401339832714,1.0
-7.996481217482978,5.407896198020646,0.0
-3.231236599464345,0.6895404145756645,2.0
-8.649343881901618,5.301155614778054,0.0
-6.338643858037746,5.352459871502498,0.0
-9.180430825728195,6.885390949027389,0.0
-4.739193189586989,7.6464340802969675,1.0
-5.20019980508496,2.030398405857099,2.0
-3.884561709334343,5.542766320963101,1.0
-1.8509389192276715,2.6950345267412725,2.0
-3.5854836336158558,3.607956208448103,1.0
-3.846202115880458,0.08856695823487715,2.0
-10.20544965323663,5.729324929807951,0.0
-4.798890584462546,5.764794080136244,1.0
-4.081903882700889,0.3842335968814278,2.0
-3.5258946837717735,1.1475180926107185,2.0
-2.4287720424698516,1.412554821901632,2.0
-5.3084936469762685,1.6454733459793305,2.0
-4.407582022192806,5.449305867024779,1.0
