x1,x2,y
-0.44129837699973506,-0.26011650461572744,1.0
0.6052318398476506,-0.6573354207163395,0.0
1.0344003399595765,0.05708226371368178,0.0
0.44422925438469923,0.03467231765922473,1.0
-0.2264143763894182,0.4654773164028669,1.0
0.5648619806340073,-0.8167096927702868,0.0
-0.1994861014555861,-0.34285013732066966,1.0
-0.46133165248261854,0.898827469320734,0.0
0.4341140933058272,-0.803177551554695,0.0
0.8396129186838537,0.4473910704685622,0.0
0.26604411263624067,0.4429027257370974,1.0
-0.1418129392029211,-0.5399370685496376,1.0
-0.518438986156331,0.7383883389121845,0.0
-0.5666207916472332,0.16512786722499362,1.0
-0.4550554071899223,0.0036128171391004993,1.0
-0.5270315359041078,-0.260651234015163,1.0
1.0152165141520575,0.03831170049631475,0.0
0.5179616973041283,0.8152651413321275,0.0
-0.8125805941126316,0.577577594504033,0.0
0.3950107572438849,0.34966157293660866,1.0
-0.25430154148995093,-0.4190358103266607,1.0
-0.6909622647041048,-0.7658192375648862,0.0
0.23993472875520913,-0.4835604999878524,1.0
-1.0025373337863597,-0.09918458670111363,0.0
-0.3319649784580891,0.4702654698641948,1.0
0.011808080345302521,-0.9583045587008278,0.0
0.5147080695892302,0.81044924915544,0.0
0.27195458474733036,-0.43649230468961236,1.0
0.9318740953604349,-0.5068964756485074,0.0
-0.3861406655625465,-0.961551750856688,0.0
0.6826321301778245,-0.6925621003529302,0.0
0.3047699988515964,0.30351880790650954,1.0
0.8010587779936339,0.5602604369787857,0.0
0.52677120842482,-0.025688393264603527,1.0
-0.5300886848885267,0.7968717627523721,0.0
-0.08567018913982438,0.4777617036819109,1.0
-0.3517657243339834,-0.4648920289499181,1.0
0.5187556335943065,-0.2627546193350877,1.0
-0.2065564669015333,-0.9922890761320252,0.0
-0.4538612334613608,-0.21357933817065752,1.0
0.3817799029686596,0.42650738716936876,1.0
-0.42754327367470757,-0.13878334717599417,1.0
-0.09633213615280628,-0.5646514035422328,1.0
-0.8380449880040202,-0.49768997964053163,0.0
-0.28954253318376316,-0.885960119575032,0.0
-0.4729734319352542,-0.009423298136758497,1.0
0.3714618860774225,0.17745581907049168,1.0
0.9110126620876347,-0.2550186503136478,0.0
0.22463886858862153,-0.4017962110253568,1.0
0.9711613582542729,0.10323617400069844,0.0
0.755052967749043,-0.6890828542433598,0.0
0.3145002083940751,-0.36018281775804406,1.0
0.11261178820491666,0.4943686711996041,1.0
0.09276416497212919,0.4591311191853529,1.0
0.5598837381383545,0.8813325067202292,0.0
0.21057386669593056,-0.9993874231179259,0.0
-0.4705577026079791,-0.10353520250973763,1.0
0.03248864801029459,-0.49793950825309785,1.0
-0.9656803418929484,-0.2630642753998416,0.0
-0.9602612017021444,-0.2241052945936695,0.0
-0.7257438605849865,-0.7280674527090879,0.0
-0.13147542863282563,-1.01229276222688,0.0
-0.9136384411476572,-0.2113062447538404,0.0
0.5085771824940223,0.0061584014307826535,1.0
0.4777741537349633,-0.17613561907642877,1.0
-1.0296983123733714,-0.3537204005011806,0.0
0.6950843521285277,-0.6393589871409451,0.0
-0.5203494525079636,0.047230852276549634,1.0
0.23769045726195648,0.42237320407176226,1.0
0.37446786958183687,-0.37793264813632965,1.0
0.9879636856927269,-0.17164106760329262,0.0
-0.39520512082222303,-0.353336895141306,1.0
0.8002322540487304,0.6930178872853182,0.0
-0.8729467906654903,-0.4426290313947409,0.0
0.4526705807558853,0.8773044625205696,0.0
0.2761751926975837,0.5110725910204511,1.0
0.9102365928803913,-0.384000229200099,0.0
-0.06493262774442843,-0.9802312947936994,0.0
-0.49184274314833704,-0.1476207943880446,1.0
-0.42601350025028045,0.28093989632905697,1.0
-0.6658420771274817,0.6807509690327029,0.0
1.003608559536258,0.2538803867370265,0.0
0.4846914591638185,0.08764999924168454,1.0
-0.09842822756600669,-1.0559774502026416,0.0
-0.05245589068192889,0.5577317336019048,1.0
-0.5928530723475436,-0.7680082939740315,0.0
0.1432091843893552,-0.5402794005229433,1.0
0.34696533839467597,0.43913832756477883,1.0
0.19457565826374684,0.49467544408170444,1.0
-0.4816077657355477,-0.7616734755381228,0.0
-0.578774068574553,0.7527722955337874,0.0
-0.42823918081154594,-0.9140801184093289,0.0
0.27549639634043194,0.5043315516137113,1.0
